run,camera,previous_frame,frame,tracker_gap_ms,pts_gap_ms,previous_emit_ms,other_camera_tracker_frames,other_cameras
upload,e0606b55,1868,1869,290.641393,40.000156,0.809965,33,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,d1f37ed1,1837,1838,282.998358,40.010007,0.834268,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,1841,1842,285.623875,40.002756,1.670164,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,1914,1915,266.661116,39.996789,0.649781,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,1889,1890,279.339573,40.000378,0.827861,25,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 7, ""d1f37ed1"": 1}"
upload,d1f37ed1,1885,1886,283.545112,39.993273,0.721758,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,1962,1963,281.005977,39.998264,1.953842,27,"{""c7e22c1f"": 6, ""b1269e28"": 4, ""1ac2ffac"": 6, ""d1f37ed1"": 7, ""06e9e5b9"": 4}"
upload,d1f37ed1,1933,1934,268.804384,39.988308,0.575466,26,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,1934,1935,272.634787,39.987513,0.814917,28,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,2010,2011,273.214392,40.00089,0.837269,27,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 1, ""06e9e5b9"": 7}"
upload,d1f37ed1,1980,1981,273.696656,39.997207,1.10163,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 1}"
upload,06e9e5b9,1982,1983,287.344096,39.990491,0.893386,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2057,2058,287.438407,39.999011,1.066592,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 7}"
upload,d1f37ed1,2025,2026,274.015796,39.995425,0.628405,22,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 6, ""1ac2ffac"": 7, ""06e9e5b9"": 1}"
upload,06e9e5b9,2030,2031,294.122518,39.994437,0.850891,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2104,2105,270.662889,40.001307,1.314433,27,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 1, ""06e9e5b9"": 7}"
upload,d1f37ed1,2071,2072,287.374993,39.99562,0.980521,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,2078,2079,287.104043,40.004882,1.07493,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2152,2153,283.567539,39.998281,0.814429,32,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,d1f37ed1,2118,2119,277.020768,39.998061,1.060603,27,"{""e0606b55"": 3, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,2126,2127,274.538578,40.004887,0.996529,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2200,2201,287.927296,40.000985,1.079671,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,2166,2167,275.544759,40.012146,1.218735,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,2174,2175,266.710036,39.994645,1.606666,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2248,2249,282.651219,40.000642,1.214561,30,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 6}"
upload,06e9e5b9,2221,2222,260.389062,40.011518,0.774992,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2212,2213,268.338394,40.011783,2.232821,25,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2296,2297,282.174773,40.000329,1.379823,31,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,06e9e5b9,2269,2270,279.211576,40.004879,1.014198,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,2258,2259,283.304981,40.011552,0.823643,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,2342,2343,282.200836,39.998916,0.737625,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2317,2318,273.488522,39.990583,0.942904,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,2306,2307,273.448575,39.99465,0.802121,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,2390,2391,284.742495,40.001859,1.234792,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 6, ""d1f37ed1"": 3, ""06e9e5b9"": 7}"
upload,06e9e5b9,2365,2366,287.585905,40.003142,1.300006,23,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2354,2355,291.197378,40.006146,1.460522,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 6, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2438,2439,273.252596,39.998859,1.778484,32,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2413,2414,281.632191,40.001258,1.385646,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2402,2403,295.474159,40.002389,1.585739,27,"{""e0606b55"": 2, ""c7e22c1f"": 8, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2485,2486,284.268017,40.000211,0.757673,29,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 4, ""06e9e5b9"": 6}"
upload,06e9e5b9,2460,2461,265.159725,40.000768,0.658868,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,2447,2448,265.648816,40.004752,1.704375,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,b1269e28,2097,2098,186.328043,45.231805,1.681765,9,"{""e0606b55"": 2, ""c7e22c1f"": 1, ""1ac2ffac"": 2, ""d1f37ed1"": 2, ""06e9e5b9"": 2}"
upload,e0606b55,2533,2534,280.920468,39.999,1.045179,31,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,d1f37ed1,2494,2495,271.652051,39.994807,0.966061,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,2508,2509,277.985319,40.007583,1.279897,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,2581,2582,281.007924,39.999972,0.901046,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,2542,2543,282.730725,39.99152,1.849741,22,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 0}"
upload,06e9e5b9,2556,2557,290.088477,39.98864,2.381453,25,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,2629,2630,278.057351,40.000209,1.39913,31,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,d1f37ed1,2589,2590,276.629609,39.998886,1.219852,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,2604,2605,287.677444,39.990447,1.023376,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,2677,2678,293.389335,39.995034,1.78733,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2652,2653,277.092605,39.996462,0.995254,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,2637,2638,279.032714,39.993403,0.74696,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,2725,2726,277.217499,40.002181,1.570104,31,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 6}"
upload,d1f37ed1,2685,2686,270.332384,40.012074,1.519509,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,2699,2700,274.401938,40.013647,1.067637,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,b1269e28,2317,2318,212.612565,49.992074,1.73646,25,"{""e0606b55"": 1, ""c7e22c1f"": 5, ""1ac2ffac"": 5, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,e0606b55,2773,2774,273.766683,40.001637,1.022194,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 2, ""06e9e5b9"": 7}"
upload,06e9e5b9,2747,2748,274.740325,40.002045,1.11652,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2733,2734,277.839837,40.005584,1.027553,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2819,2820,281.726427,40.001774,1.148328,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2795,2796,286.774929,39.999633,1.155858,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2781,2782,289.392396,40.006084,1.191572,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2867,2868,300.580987,40.000292,1.004019,35,"{""c7e22c1f"": 8, ""b1269e28"": 6, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2843,2844,276.04641,39.999318,0.929361,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2829,2830,288.494798,39.994734,0.755022,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,2915,2916,281.571191,39.999485,1.038898,32,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,d1f37ed1,2876,2877,274.9059,40.005554,0.840593,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 7, ""06e9e5b9"": 1}"
upload,06e9e5b9,2891,2892,287.514732,40.004129,0.799246,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,1ac2ffac,3097,3098,180.859599,39.997844,1.483063,8,"{""e0606b55"": 0, ""c7e22c1f"": 3, ""b1269e28"": 3, ""d1f37ed1"": 1, ""06e9e5b9"": 1}"
upload,e0606b55,2963,2964,282.856611,40.000491,1.200913,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,2939,2940,284.8014,39.999055,0.99877,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2924,2925,292.234289,40.006139,1.0324,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,3011,3012,259.997129,40.00328,1.113962,28,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 2, ""06e9e5b9"": 7}"
upload,06e9e5b9,2987,2988,271.171171,39.99749,1.585845,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,2969,2970,275.993395,39.998966,0.627973,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,3059,3060,271.407127,40.005204,0.86887,31,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 5, ""06e9e5b9"": 7}"
upload,d1f37ed1,3016,3017,276.886435,40.001435,1.056911,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,3035,3036,282.942643,39.997329,1.089182,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,3107,3108,275.092164,39.997158,1.162908,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,3083,3084,287.457116,39.997834,1.379271,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,d1f37ed1,3064,3065,287.860288,40.000284,0.672731,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,e0606b55,3155,3156,281.75595,39.99995,1.777712,29,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 3}"
upload,06e9e5b9,3127,3128,279.380007,39.989102,0.943741,25,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,3111,3112,282.927418,39.986089,1.334235,27,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,3202,3203,285.085913,40.000244,1.188684,35,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 8, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,06e9e5b9,3175,3176,274.835684,39.995553,1.213648,23,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 0}"
upload,d1f37ed1,3159,3160,277.489553,39.993469,0.714875,25,"{""e0606b55"": 2, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 2}"
upload,e0606b55,3250,3251,277.368059,39.993575,1.707355,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,3207,3208,291.823375,40.000996,0.948394,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,3223,3224,284.070156,39.995931,5.166914,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,3297,3298,280.498203,40.001506,3.098336,33,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
upload,d1f37ed1,3255,3256,277.815473,39.994189,0.515453,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,3271,3272,280.380144,40.007148,1.220628,25,"{""e0606b55"": 3, ""c7e22c1f"": 6, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,3345,3346,284.229131,40.002056,1.235721,32,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 6}"
upload,d1f37ed1,3302,3303,272.05921,39.996966,0.627317,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,3318,3319,275.627836,39.997406,1.327959,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,3391,3392,281.097799,40.007846,1.700259,31,"{""c7e22c1f"": 7, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 5}"
upload,d1f37ed1,3350,3351,281.442431,40.004799,0.714036,24,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 0}"
upload,06e9e5b9,3364,3365,284.329015,39.995082,1.48513,26,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 2}"
upload,e0606b55,3436,3437,288.052864,40.003979,1.601575,31,"{""c7e22c1f"": 6, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 6, ""06e9e5b9"": 7}"
upload,d1f37ed1,3397,3398,275.287944,40.000571,1.222024,25,"{""e0606b55"": 2, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""06e9e5b9"": 1}"
upload,06e9e5b9,3412,3413,279.447265,39.996213,0.805941,26,"{""e0606b55"": 3, ""c7e22c1f"": 7, ""b1269e28"": 7, ""1ac2ffac"": 8, ""d1f37ed1"": 1}"
upload,e0606b55,3484,3485,289.147982,39.998643,1.801609,34,"{""c7e22c1f"": 8, ""b1269e28"": 5, ""1ac2ffac"": 7, ""d1f37ed1"": 7, ""06e9e5b9"": 7}"
